"YEAR","MONTH","DAY","WEEK","DATE","MKT_AIRLINE","MKT_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN_IATA","ORIGIN_CITY","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST_IATA","DEST_CITY","SCH_DEP_TIME","ACT_DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","SCH_ARR_TIME","ACT_ARR_TIME","ARR_DELAY","CANCELLED","CANCELLATION_CODE","SCH_DURATION","ACT_DURATION","AIR_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","TOTAL_ADD_GTIME","ORIGIN_TYPE","ORIGIN_ELEV","ORIGIN_TZ","DEST_TYPE","DEST_ELEV","DEST_TZ","SCH_DEP_TIME_UTC","ACT_DEP_TIME_UTC","SCH_ARR_TIME_UTC","ACT_ARR_TIME_UTC"
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1156,14771,1477104,32457,"SFO","San Francisco, CA",14100,1410005,34100,"PHL","Philadelphia, PA","0630","0629",-1,0,17,"0646","1435",3,"1444","1438",-6,0,NA,314,309,289,2521,NA,NA,NA,NA,NA,NA,"large_airport",13,"America/Los_Angeles","large_airport",36,"America/New_York",2024-05-01 13:30:00,2024-05-01 13:29:00,2024-05-01 18:44:00,2024-05-01 18:38:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1158,11057,1105703,31057,"CLT","Charlotte, NC",14107,1410702,30466,"PHX","Phoenix, AZ","1437","1434",-3,0,12,"1446","1543",10,"1608","1553",-15,0,NA,271,259,237,1773,NA,NA,NA,NA,NA,NA,"large_airport",748,"America/New_York","large_airport",1135,"America/Phoenix",2024-05-01 18:37:00,2024-05-01 18:34:00,2024-05-01 23:08:00,2024-05-01 22:53:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1159,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",14107,1410702,30466,"PHX","Phoenix, AZ","2059","2110",11,11,25,"2135","2142",5,"2135","2147",12,0,NA,156,157,127,868,NA,NA,NA,NA,NA,NA,"large_airport",607,"America/Chicago","large_airport",1135,"America/Phoenix",2024-05-02 01:59:00,2024-05-02 02:10:00,2024-05-02 04:35:00,2024-05-02 04:47:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",116,13830,1383002,33830,"OGG","Kahului, HI",11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","1820","1814",-6,0,10,"1824","0542",7,"0606","0549",-17,0,NA,406,395,378,3711,NA,NA,NA,NA,NA,NA,"large_airport",54,"Pacific/Honolulu","large_airport",607,"America/Chicago",2024-05-02 04:20:00,2024-05-02 04:14:00,2024-05-02 11:06:00,2024-05-02 10:49:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1160,11057,1105703,31057,"CLT","Charlotte, NC",14100,1410005,34100,"PHL","Philadelphia, PA","2223","2221",-2,0,15,"2236","2346",4,"2359","2350",-9,0,NA,96,89,70,449,NA,NA,NA,NA,NA,NA,"large_airport",748,"America/New_York","large_airport",36,"America/New_York",2024-05-02 02:23:00,2024-05-02 02:21:00,2024-05-02 03:59:00,2024-05-02 03:50:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1161,10423,1042302,30423,"AUS","Austin, TX",11057,1105703,31057,"CLT","Charlotte, NC","1800","1756",-4,0,16,"1812","2121",13,"2145","2134",-11,0,NA,165,158,129,1032,NA,NA,NA,NA,NA,NA,"large_airport",542,"America/Chicago","large_airport",748,"America/New_York",2024-05-01 23:00:00,2024-05-01 22:56:00,2024-05-02 01:45:00,2024-05-02 01:34:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1161,11057,1105703,31057,"CLT","Charlotte, NC",10423,1042302,30423,"AUS","Austin, TX","1455","1454",-1,0,18,"1512","1634",8,"1709","1642",-27,0,NA,194,168,142,1032,NA,NA,NA,NA,NA,NA,"large_airport",748,"America/New_York","large_airport",542,"America/Chicago",2024-05-01 18:55:00,2024-05-01 18:54:00,2024-05-01 22:09:00,2024-05-01 21:42:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1163,13930,1393008,30977,"ORD","Chicago, IL",11433,1143302,31295,"DTW","Detroit, MI","1500","2148",408,408,20,"2208","2354",11,"1714","0005",411,0,NA,74,77,46,235,153,0,3,0,255,NA,"large_airport",680,"America/Chicago","large_airport",645,"America/Detroit",2024-05-01 20:00:00,2024-05-02 02:48:00,2024-05-01 21:14:00,2024-05-02 04:05:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1164,12953,1295304,31703,"LGA","New York, NY",11057,1105703,31057,"CLT","Charlotte, NC","1325","1320",-5,0,13,"1333","1454",10,"1531","1504",-27,0,NA,126,104,81,544,NA,NA,NA,NA,NA,NA,"large_airport",21,"America/New_York","large_airport",748,"America/New_York",2024-05-01 17:25:00,2024-05-01 17:20:00,2024-05-01 19:31:00,2024-05-01 19:04:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1165,10721,1072102,30721,"BOS","Boston, MA",11278,1127805,30852,"DCA","Washington, DC","2035","2024",-11,0,12,"2036","2140",15,"2221","2155",-26,0,NA,106,91,64,399,NA,NA,NA,NA,NA,NA,"large_airport",20,"America/New_York","large_airport",15,"America/New_York",2024-05-02 00:35:00,2024-05-02 00:24:00,2024-05-02 02:21:00,2024-05-02 01:55:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1166,13851,1385103,33851,"OKC","Oklahoma City, OK",11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","0500","0454",-6,0,13,"0507","0540",10,"0609","0550",-19,0,NA,69,56,33,175,NA,NA,NA,NA,NA,NA,"large_airport",1295,"America/Chicago","large_airport",607,"America/Chicago",2024-05-01 10:00:00,2024-05-01 09:54:00,2024-05-01 11:09:00,2024-05-01 10:50:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1167,11057,1105703,31057,"CLT","Charlotte, NC",11433,1143302,31295,"DTW","Detroit, MI","1113","1125",12,12,20,"1145","1259",9,"1304","1308",4,0,NA,111,103,74,500,NA,NA,NA,NA,NA,NA,"large_airport",748,"America/New_York","large_airport",645,"America/Detroit",2024-05-01 15:13:00,2024-05-01 15:25:00,2024-05-01 17:04:00,2024-05-01 17:08:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1167,11433,1143302,31295,"DTW","Detroit, MI",11057,1105703,31057,"CLT","Charlotte, NC","1354","1356",2,2,15,"1411","1530",12,"1544","1542",-2,0,NA,110,106,79,500,NA,NA,NA,NA,NA,NA,"large_airport",645,"America/Detroit","large_airport",748,"America/New_York",2024-05-01 17:54:00,2024-05-01 17:56:00,2024-05-01 19:44:00,2024-05-01 19:42:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1168,14107,1410702,30466,"PHX","Phoenix, AZ",11540,1154005,30615,"ELP","El Paso, TX","0839","0835",-4,0,11,"0846","1042",5,"1103","1047",-16,0,NA,84,72,56,347,NA,NA,NA,NA,NA,NA,"large_airport",1135,"America/Phoenix","medium_airport",3959,"America/Denver",2024-05-01 15:39:00,2024-05-01 15:35:00,2024-05-01 17:03:00,2024-05-01 16:47:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",117,12478,1247805,31703,"JFK","New York, NY",12892,1289208,32575,"LAX","Los Angeles, CA","2000","2004",4,4,50,"2054","2319",9,"2327","2328",1,0,NA,387,384,325,2475,NA,NA,NA,NA,NA,NA,"large_airport",13,"America/New_York","large_airport",125,"America/Los_Angeles",2024-05-02 00:00:00,2024-05-02 00:04:00,2024-05-02 06:27:00,2024-05-02 06:28:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1170,11109,1110902,30189,"COS","Colorado Springs, CO",11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","1708","1741",33,33,18,"1759","2041",13,"2000","2054",54,0,NA,112,133,102,592,0,0,21,0,33,NA,"medium_airport",6187,"America/Denver","large_airport",607,"America/Chicago",2024-05-01 23:08:00,2024-05-01 23:41:00,2024-05-02 01:00:00,2024-05-02 01:54:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1170,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",11109,1110902,30189,"COS","Colorado Springs, CO","1520","1610",50,50,14,"1624","1651",8,"1618","1659",41,0,NA,118,109,87,592,3,0,0,0,38,NA,"large_airport",607,"America/Chicago","medium_airport",6187,"America/Denver",2024-05-01 20:20:00,2024-05-01 21:10:00,2024-05-01 22:18:00,2024-05-01 22:59:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1171,13303,1330303,32467,"MIA","Miami, FL",12953,1295304,31703,"LGA","New York, NY","1934","1934",0,0,22,"1956","2232",3,"2232","2235",3,0,NA,178,181,156,1096,NA,NA,NA,NA,NA,NA,"large_airport",8,"America/New_York","large_airport",21,"America/New_York",2024-05-01 23:34:00,2024-05-01 23:34:00,2024-05-02 02:32:00,2024-05-02 02:35:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1172,13303,1330303,32467,"MIA","Miami, FL",14843,1484306,34819,"SJU","San Juan, PR","1849","1859",10,10,18,"1917","2129",6,"2124","2135",11,0,NA,155,156,132,1045,NA,NA,NA,NA,NA,NA,"large_airport",8,"America/New_York","large_airport",9,"America/Puerto_Rico",2024-05-01 22:49:00,2024-05-01 22:59:00,2024-05-02 01:24:00,2024-05-02 01:35:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1173,11624,1162403,31624,"EYW","Key West, FL",11057,1105703,31057,"CLT","Charlotte, NC","1647","1704",17,17,10,"1714","1858",14,"1905","1912",7,0,NA,138,128,104,736,NA,NA,NA,NA,NA,NA,"medium_airport",3,"America/New_York","large_airport",748,"America/New_York",2024-05-01 20:47:00,2024-05-01 21:04:00,2024-05-01 23:05:00,2024-05-01 23:12:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1175,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",14771,1477104,32457,"SFO","San Francisco, CA","1653","1653",0,0,23,"1716","1839",32,"1849","1911",22,0,NA,236,258,203,1464,0,0,22,0,0,NA,"large_airport",607,"America/Chicago","large_airport",13,"America/Los_Angeles",2024-05-01 21:53:00,2024-05-01 21:53:00,2024-05-02 01:49:00,2024-05-02 02:11:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1176,11057,1105703,31057,"CLT","Charlotte, NC",14635,1463502,31714,"RSW","Fort Myers, FL","1658","1655",-3,0,26,"1721","1913",4,"1851","1917",26,0,NA,113,142,112,600,0,0,26,0,0,NA,"large_airport",748,"America/New_York","large_airport",30,"America/New_York",2024-05-01 20:58:00,2024-05-01 20:55:00,2024-05-01 22:51:00,2024-05-01 23:17:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1176,14635,1463502,31714,"RSW","Fort Myers, FL",11057,1105703,31057,"CLT","Charlotte, NC","1943","2000",17,17,10,"2010","2138",23,"2145","2201",16,0,NA,122,121,88,600,0,0,0,0,16,NA,"large_airport",30,"America/New_York","large_airport",748,"America/New_York",2024-05-01 23:43:00,2024-05-02 00:00:00,2024-05-02 01:45:00,2024-05-02 02:01:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1177,11278,1127805,30852,"DCA","Washington, DC",11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","1310","1317",7,7,13,"1330","1516",10,"1540","1526",-14,0,NA,210,189,166,1192,NA,NA,NA,NA,NA,NA,"large_airport",15,"America/New_York","large_airport",607,"America/Chicago",2024-05-01 17:10:00,2024-05-01 17:17:00,2024-05-01 20:40:00,2024-05-01 20:26:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1177,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",11278,1127805,30852,"DCA","Washington, DC","0820","0823",3,3,24,"0847","1215",3,"1215","1218",3,0,NA,175,175,148,1192,NA,NA,NA,NA,NA,NA,"large_airport",607,"America/Chicago","large_airport",15,"America/New_York",2024-05-01 13:20:00,2024-05-01 13:23:00,2024-05-01 16:15:00,2024-05-01 16:18:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1178,11278,1127805,30852,"DCA","Washington, DC",13303,1330303,32467,"MIA","Miami, FL","0500","0454",-6,0,12,"0506","0714",19,"0746","0733",-13,0,NA,166,159,128,919,NA,NA,NA,NA,NA,NA,"large_airport",15,"America/New_York","large_airport",8,"America/New_York",2024-05-01 09:00:00,2024-05-01 08:54:00,2024-05-01 11:46:00,2024-05-01 11:33:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1179,13930,1393008,30977,"ORD","Chicago, IL",14908,1490803,32575,"SNA","Santa Ana, CA","1710","1803",53,53,14,"1817","2001",5,"1943","2006",23,0,NA,273,243,224,1726,0,0,0,0,23,NA,"large_airport",680,"America/Chicago","large_airport",56,"America/Los_Angeles",2024-05-01 22:10:00,2024-05-01 23:03:00,2024-05-02 02:43:00,2024-05-02 03:06:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",118,12892,1289208,32575,"LAX","Los Angeles, CA",12478,1247805,31703,"JFK","New York, NY","0700","0655",-5,0,16,"0711","1447",8,"1531","1455",-36,0,NA,331,300,276,2475,NA,NA,NA,NA,NA,NA,"large_airport",125,"America/Los_Angeles","large_airport",13,"America/New_York",2024-05-01 14:00:00,2024-05-01 13:55:00,2024-05-01 19:31:00,2024-05-01 18:55:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1181,11057,1105703,31057,"CLT","Charlotte, NC",12892,1289208,32575,"LAX","Los Angeles, CA","1706","1707",1,1,21,"1728","1903",6,"1922","1909",-13,0,NA,316,302,275,2125,NA,NA,NA,NA,NA,NA,"large_airport",748,"America/New_York","large_airport",125,"America/Los_Angeles",2024-05-01 21:06:00,2024-05-01 21:07:00,2024-05-02 02:22:00,2024-05-02 02:09:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1182,13244,1324402,33244,"MEM","Memphis, TN",14107,1410702,30466,"PHX","Phoenix, AZ","0753","0749",-4,0,19,"0808","0907",17,"0922","0924",2,0,NA,209,215,179,1264,NA,NA,NA,NA,NA,NA,"large_airport",341,"America/Chicago","large_airport",1135,"America/Phoenix",2024-05-01 12:53:00,2024-05-01 12:49:00,2024-05-01 16:22:00,2024-05-01 16:24:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1183,10821,1082106,30852,"BWI","Baltimore, MD",13303,1330303,32467,"MIA","Miami, FL","0600","0559",-1,0,12,"0611","0817",7,"0846","0824",-22,0,NA,166,145,126,946,NA,NA,NA,NA,NA,NA,"large_airport",146,"America/New_York","large_airport",8,"America/New_York",2024-05-01 10:00:00,2024-05-01 09:59:00,2024-05-01 12:46:00,2024-05-01 12:24:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1184,11057,1105703,31057,"CLT","Charlotte, NC",12892,1289208,32575,"LAX","Los Angeles, CA","1831","1838",7,7,25,"1903","2041",10,"2049","2051",2,0,NA,318,313,278,2125,NA,NA,NA,NA,NA,NA,"large_airport",748,"America/New_York","large_airport",125,"America/Los_Angeles",2024-05-01 22:31:00,2024-05-01 22:38:00,2024-05-02 03:49:00,2024-05-02 03:51:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1186,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",10423,1042302,30423,"AUS","Austin, TX","1115","1125",10,10,14,"1139","1214",8,"1222","1222",0,0,NA,67,57,35,190,NA,NA,NA,NA,NA,NA,"large_airport",607,"America/Chicago","large_airport",542,"America/Chicago",2024-05-01 16:15:00,2024-05-01 16:25:00,2024-05-01 17:22:00,2024-05-01 17:22:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1187,13930,1393008,30977,"ORD","Chicago, IL",11278,1127805,30852,"DCA","Washington, DC","1152","1253",61,61,10,"1303","1525",3,"1438","1528",50,0,NA,106,95,82,612,18,0,0,0,32,NA,"large_airport",680,"America/Chicago","large_airport",15,"America/New_York",2024-05-01 16:52:00,2024-05-01 17:53:00,2024-05-01 18:38:00,2024-05-01 19:28:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1188,13930,1393008,30977,"ORD","Chicago, IL",11278,1127805,30852,"DCA","Washington, DC","1338","1336",-2,0,18,"1354","1627",4,"1627","1631",4,0,NA,109,115,93,612,NA,NA,NA,NA,NA,NA,"large_airport",680,"America/Chicago","large_airport",15,"America/New_York",2024-05-01 18:38:00,2024-05-01 18:36:00,2024-05-01 20:27:00,2024-05-01 20:31:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1189,15304,1530402,33195,"TPA","Tampa, FL",11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","0500","0449",-11,0,11,"0500","0615",4,"0658","0619",-39,0,NA,178,150,135,929,NA,NA,NA,NA,NA,NA,"large_airport",26,"America/New_York","large_airport",607,"America/Chicago",2024-05-01 09:00:00,2024-05-01 08:49:00,2024-05-01 11:58:00,2024-05-01 11:19:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",119,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",13830,1383002,33830,"OGG","Kahului, HI","1105","1058",-7,0,16,"1114","1353",6,"1422","1359",-23,0,NA,497,481,459,3711,NA,NA,NA,NA,NA,NA,"large_airport",607,"America/Chicago","large_airport",54,"Pacific/Honolulu",2024-05-01 16:05:00,2024-05-01 15:58:00,2024-05-02 00:22:00,2024-05-01 23:59:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1191,11278,1127805,30852,"DCA","Washington, DC",12953,1295304,31703,"LGA","New York, NY","1746","1740",-6,0,25,"1805","1901",4,"1856","1905",9,0,NA,70,85,56,214,NA,NA,NA,NA,NA,NA,"large_airport",15,"America/New_York","large_airport",21,"America/New_York",2024-05-01 21:46:00,2024-05-01 21:40:00,2024-05-01 22:56:00,2024-05-01 23:05:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1194,11278,1127805,30852,"DCA","Washington, DC",11057,1105703,31057,"CLT","Charlotte, NC","1959","2139",100,100,14,"2153","2247",12,"2134","2259",85,0,NA,95,80,54,331,0,0,0,0,85,NA,"large_airport",15,"America/New_York","large_airport",748,"America/New_York",2024-05-01 23:59:00,2024-05-02 01:39:00,2024-05-02 01:34:00,2024-05-02 02:59:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1195,11042,1104205,30647,"CLE","Cleveland, OH",13303,1330303,32467,"MIA","Miami, FL","0605","0637",32,32,10,"0647","0928",10,"0903","0938",35,0,NA,178,181,161,1080,32,0,3,0,0,NA,"large_airport",791,"America/New_York","large_airport",8,"America/New_York",2024-05-01 10:05:00,2024-05-01 10:37:00,2024-05-01 13:03:00,2024-05-01 13:38:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1196,11618,1161802,31703,"EWR","Newark, NJ",13303,1330303,32467,"MIA","Miami, FL","0504","0506",2,2,16,"0522","0750",6,"0819","0756",-23,0,NA,195,170,148,1085,NA,NA,NA,NA,NA,NA,"large_airport",18,"America/New_York","large_airport",8,"America/New_York",2024-05-01 09:04:00,2024-05-01 09:06:00,2024-05-01 12:19:00,2024-05-01 11:56:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1197,14122,1412202,30198,"PIT","Pittsburgh, PA",13303,1330303,32467,"MIA","Miami, FL","0629","0621",-8,0,12,"0633","0906",12,"0913","0918",5,0,NA,164,177,153,1013,NA,NA,NA,NA,NA,NA,"large_airport",1203,"America/New_York","large_airport",8,"America/New_York",2024-05-01 10:29:00,2024-05-01 10:21:00,2024-05-01 13:13:00,2024-05-01 13:18:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1198,13487,1348702,31650,"MSP","Minneapolis, MN",11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","1444","1438",-6,0,15,"1453","1654",13,"1721","1707",-14,0,NA,157,149,121,852,NA,NA,NA,NA,NA,NA,"large_airport",841,"America/Chicago","large_airport",607,"America/Chicago",2024-05-01 19:44:00,2024-05-01 19:38:00,2024-05-01 22:21:00,2024-05-01 22:07:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1199,11057,1105703,31057,"CLT","Charlotte, NC",13930,1393008,30977,"ORD","Chicago, IL","1830","2024",114,114,21,"2045","2108",10,"1940","2118",98,0,NA,130,114,83,599,1,0,0,0,97,NA,"large_airport",748,"America/New_York","large_airport",680,"America/Chicago",2024-05-01 22:30:00,2024-05-02 00:24:00,2024-05-02 00:40:00,2024-05-02 02:18:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1200,13303,1330303,32467,"MIA","Miami, FL",14122,1412202,30198,"PIT","Pittsburgh, PA","2105","2220",75,75,16,"2236","0049",4,"2357","0053",56,0,NA,172,153,133,1013,4,0,0,0,52,NA,"large_airport",8,"America/New_York","large_airport",1203,"America/New_York",2024-05-02 01:05:00,2024-05-02 02:20:00,2024-05-02 03:57:00,2024-05-02 04:53:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1201,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",15624,1562404,31504,"VPS","Valparaiso, FL","2110","2109",-1,0,14,"2123","2255",5,"2303","2300",-3,0,NA,113,111,92,641,NA,NA,NA,NA,NA,NA,"large_airport",607,"America/Chicago","medium_airport",87,"America/Chicago",2024-05-02 02:10:00,2024-05-02 02:09:00,2024-05-02 04:03:00,2024-05-02 04:00:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1202,11278,1127805,30852,"DCA","Washington, DC",11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","1917","1914",-3,0,13,"1927","2110",12,"2146","2122",-24,0,NA,209,188,163,1192,NA,NA,NA,NA,NA,NA,"large_airport",15,"America/New_York","large_airport",607,"America/Chicago",2024-05-01 23:17:00,2024-05-01 23:14:00,2024-05-02 02:46:00,2024-05-02 02:22:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1203,10792,1079206,30792,"BUF","Buffalo, NY",11057,1105703,31057,"CLT","Charlotte, NC","1038","1037",-1,0,18,"1055","1224",11,"1230","1235",5,0,NA,112,118,89,546,NA,NA,NA,NA,NA,NA,"large_airport",728,"America/New_York","large_airport",748,"America/New_York",2024-05-01 14:38:00,2024-05-01 14:37:00,2024-05-01 16:30:00,2024-05-01 16:35:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1203,11057,1105703,31057,"CLT","Charlotte, NC",10792,1079206,30792,"BUF","Buffalo, NY","0803","0800",-3,0,12,"0812","0935",3,"0944","0938",-6,0,NA,101,98,83,546,NA,NA,NA,NA,NA,NA,"large_airport",748,"America/New_York","large_airport",728,"America/New_York",2024-05-01 12:03:00,2024-05-01 12:00:00,2024-05-01 13:44:00,2024-05-01 13:38:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1205,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",10423,1042302,30423,"AUS","Austin, TX","2245","2242",-3,0,19,"2301","2335",13,"2354","2348",-6,0,NA,69,66,34,190,NA,NA,NA,NA,NA,NA,"large_airport",607,"America/Chicago","large_airport",542,"America/Chicago",2024-05-02 03:45:00,2024-05-02 03:42:00,2024-05-02 04:54:00,2024-05-02 04:48:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1207,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",15376,1537604,30436,"TUS","Tucson, AZ","1857","1857",0,0,25,"1922","1916",4,"1919","1920",1,0,NA,142,143,114,813,NA,NA,NA,NA,NA,NA,"large_airport",607,"America/Chicago","medium_airport",2643,"America/Phoenix",2024-05-01 23:57:00,2024-05-01 23:57:00,2024-05-02 02:19:00,2024-05-02 02:20:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1208,10800,1080003,32575,"BUR","Burbank, CA",11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","1238","1232",-6,0,16,"1248","1719",13,"1749","1732",-17,0,NA,191,180,151,1231,NA,NA,NA,NA,NA,NA,"medium_airport",778,"America/Los_Angeles","large_airport",607,"America/Chicago",2024-05-01 19:38:00,2024-05-01 19:32:00,2024-05-01 22:49:00,2024-05-01 22:32:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1208,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",10800,1080003,32575,"BUR","Burbank, CA","1013","1009",-4,0,17,"1026","1120",4,"1141","1124",-17,0,NA,208,195,174,1231,NA,NA,NA,NA,NA,NA,"large_airport",607,"America/Chicago","medium_airport",778,"America/Los_Angeles",2024-05-01 15:13:00,2024-05-01 15:09:00,2024-05-01 18:41:00,2024-05-01 18:24:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1214,14869,1486903,34614,"SLC","Salt Lake City, UT",11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","0703","0702",-1,0,15,"0717","1019",12,"1040","1031",-9,0,NA,157,149,122,989,NA,NA,NA,NA,NA,NA,"large_airport",4227,"America/Denver","large_airport",607,"America/Chicago",2024-05-01 13:03:00,2024-05-01 13:02:00,2024-05-01 15:40:00,2024-05-01 15:31:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1216,11057,1105703,31057,"CLT","Charlotte, NC",11618,1161802,31703,"EWR","Newark, NJ","1326","1327",1,1,29,"1356","1523",5,"1518","1528",10,0,NA,112,121,87,529,NA,NA,NA,NA,NA,NA,"large_airport",748,"America/New_York","large_airport",18,"America/New_York",2024-05-01 17:26:00,2024-05-01 17:27:00,2024-05-01 19:18:00,2024-05-01 19:28:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1216,11618,1161802,31703,"EWR","Newark, NJ",11057,1105703,31057,"CLT","Charlotte, NC","1608","1626",18,18,22,"1648","1804",33,"1816","1837",21,0,NA,128,131,76,529,8,0,3,0,10,NA,"large_airport",18,"America/New_York","large_airport",748,"America/New_York",2024-05-01 20:08:00,2024-05-01 20:26:00,2024-05-01 22:16:00,2024-05-01 22:37:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1217,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX",11292,1129202,30325,"DEN","Denver, CO","1908","1941",33,33,15,"1956","2027",6,"2015","2033",18,0,NA,127,112,91,641,7,0,0,0,11,NA,"large_airport",607,"America/Chicago","large_airport",5431,"America/Denver",2024-05-02 00:08:00,2024-05-02 00:41:00,2024-05-02 02:15:00,2024-05-02 02:33:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1218,11278,1127805,30852,"DCA","Washington, DC",14107,1410702,30466,"PHX","Phoenix, AZ","1045","1041",-4,0,26,"1107","1229",7,"1258","1236",-22,0,NA,313,295,262,1979,NA,NA,NA,NA,NA,NA,"large_airport",15,"America/New_York","large_airport",1135,"America/Phoenix",2024-05-01 14:45:00,2024-05-01 14:41:00,2024-05-01 19:58:00,2024-05-01 19:36:00
2024,5,1,"Wed","5/1/2024 12:00:00 AM","AA",1219,13303,1330303,32467,"MIA","Miami, FL",11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","2115","2133",18,18,30,"2203","2350",9,"2346","2359",13,0,NA,211,206,167,1121,NA,NA,NA,NA,NA,NA,"large_airport",8,"America/New_York","large_airport",607,"America/Chicago",2024-05-02 01:15:00,2024-05-02 01:33:00,2024-05-02 04:46:00,2024-05-02 04:59:00
